alias,categary_alias,categary_title,latitude,longitude,display_phone,,image_url,,location.address1,location.city,name,phone,price,rating,url
beachside-coffee-bar-and-kitchen-san-francisco,breakfast_brunch,Breakfast & Brunch,37.76056,-122.50825,(415) 682-4961,,https://s3-media3.fl.yelpcdn.com/bphoto/76jhiwFrovedjJhj8MgUCg/o.jpg,,4300 Judah St,San Francisco,Beachside Coffee Bar & Kitchen,14156824961,$$,4,https://www.yelp.com/biz/beachside-coffee-bar-and-kitchen-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ginza-sushi-and-sake-san-francisco,sushi,Japanese,37.76918411,-122.4515381,(415) 742-0552,,https://s3-media3.fl.yelpcdn.com/bphoto/KEQDfpjLdedqj0LjSpY8gQ/o.jpg,,1793 Haight St,San Francisco,Ginza Sushi & Sake,14157420552,$$,4,https://www.yelp.com/biz/ginza-sushi-and-sake-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
central-coffee-tea-and-spice-san-francisco,coffee,Drinks,37.77421944,-122.4442108,(415) 922-2008,,https://s3-media2.fl.yelpcdn.com/bphoto/gXs2Y3tJhZ0RgzrCykMSGA/o.jpg,,1696 Hayes St,San Francisco,Central Coffee Tea & Spice,14159222008,$,4.5,https://www.yelp.com/biz/central-coffee-tea-and-spice-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
milkbean-san-francisco-4,coffee,Drinks,37.7871613,-122.4162122,(415) 866-8811,,https://s3-media4.fl.yelpcdn.com/bphoto/Q27QyKmora6CeX4wG4hGrA/o.jpg,,881 Post St,San Francisco,Milkbean,14158668811,$,4.5,https://www.yelp.com/biz/milkbean-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
kama-sushi-san-francisco-10,japanese,Japanese,37.7737666,-122.4118473,(415) 800-8287,,https://s3-media1.fl.yelpcdn.com/bphoto/Md19AYPN41S4a2tx98h3Mg/o.jpg,,294 9th St,San Francisco,Kama Sushi,14158008287,$$,4,https://www.yelp.com/biz/kama-sushi-san-francisco-10?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
rm-212-san-francisco,tapas,Spanish,37.7937299,-122.40437,(415) 500-2780,,https://s3-media2.fl.yelpcdn.com/bphoto/o76YJZOa2qPUjxL7TlzWsA/o.jpg,,690 Sacramento St,San Francisco,RM 212,14155002780,$$,4.5,https://www.yelp.com/biz/rm-212-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
pho-tan-hoa-san-francisco,vietnamese,Vietnamese,37.7854958,-122.4130811,(415) 673-3163,,https://s3-media1.fl.yelpcdn.com/bphoto/vgHYmxAAKoTcg3VLzFfApQ/o.jpg,,431 Jones St,San Francisco,Pho Tan Hoa,14156733163,$,4,https://www.yelp.com/biz/pho-tan-hoa-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
soma-eats-san-francisco,salad,Vegan,37.7868576,-122.3985748,(415) 543-7662,,https://s3-media3.fl.yelpcdn.com/bphoto/vZtlO9z-y-A2QFvboF5e3g/o.jpg,,186 2nd St,San Francisco,SOMA Eats,14155437662,$$,4,https://www.yelp.com/biz/soma-eats-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
sheba-piano-lounge-san-francisco,ethiopian,Ethiopian,37.78274369,-122.4328398,(415) 440-7414,,https://s3-media2.fl.yelpcdn.com/bphoto/07OjlLVDTZFV9SWRSa9dLw/o.jpg,,1419 Fillmore St,San Francisco,Sheba Piano Lounge,14154407414,$$,4,https://www.yelp.com/biz/sheba-piano-lounge-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
il-canto-cafe-san-francisco-2,cafes,Cafes,37.79386,-122.40037,(415) 986-6565,,https://s3-media1.fl.yelpcdn.com/bphoto/SbPzt1R2EOq9PacymQglZw/o.jpg,,275 Battery St,San Francisco,Il Canto Cafe,14159866565,$,4.5,https://www.yelp.com/biz/il-canto-cafe-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
china-live-san-francisco,chinese,Chinese,37.79776361,-122.4078514,(415) 788-8188,,https://s3-media3.fl.yelpcdn.com/bphoto/nBXoZ9g-EA4Zk-0gIE1G-w/o.jpg,,644 Broadway,San Francisco,China Live,14157888188,$$,3.5,https://www.yelp.com/biz/china-live-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
little-nepal-san-francisco,himalayan,Himalayan/Nepalese,37.73908,-122.41358,(415) 643-3881,,https://s3-media3.fl.yelpcdn.com/bphoto/22jVFpeFMYrPITXMh-7Ocg/o.jpg,,925 Cortland Ave,San Francisco,Little Nepal,14156433881,$$,4,https://www.yelp.com/biz/little-nepal-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
international-smoke-san-francisco-2,newamerican,American,37.79049,-122.396363,(415) 543-7474,,https://s3-media1.fl.yelpcdn.com/bphoto/iuw4PZg3wJeM_39hOkhb-g/o.jpg,,301 Mission St,San Francisco,International Smoke,14155437474,$$$,3.5,https://www.yelp.com/biz/international-smoke-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
august-1-five-san-francisco,indpak,Indian,37.7805414,-122.4201278,(415) 771-5900,,https://s3-media3.fl.yelpcdn.com/bphoto/FWPSDjCfU88k-PO54Qb8Qg/o.jpg,,524 Van Ness Ave,San Francisco,August 1 Five,14157715900,$$$,4,https://www.yelp.com/biz/august-1-five-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
atlas-cafe-san-francisco,sandwiches,Fast Food,37.75886,-122.4114,(415) 648-1047,,https://s3-media3.fl.yelpcdn.com/bphoto/jsQMgMXw48s-yCZwe6uasw/o.jpg,,3049 20th St,San Francisco,Atlas Cafe,14156481047,$$,4,https://www.yelp.com/biz/atlas-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
jannah-san-francisco-3,mideastern,Middle Eastern,37.7757358,-122.445897,(415) 567-4400,,https://s3-media1.fl.yelpcdn.com/bphoto/eTZV3NIFsPyt7SUOEkAr4g/o.jpg,,1775 Fulton St,San Francisco,Jannah,14155674400,$$,4.5,https://www.yelp.com/biz/jannah-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
coi-san-francisco,newamerican,American,37.7981428,-122.4034996,(415) 393-9000,,https://s3-media2.fl.yelpcdn.com/bphoto/Sk1pERHlYxeOtgRebdOyOQ/o.jpg,,373 Broadway,San Francisco,Coi,14153939000,$$$$,4,https://www.yelp.com/biz/coi-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
cafe-la-flore-irving-san-francisco,coffee,Drinks,37.76399,-122.47243,(415) 524-5203,,https://s3-media3.fl.yelpcdn.com/bphoto/UvPeWfu8kcW-QyyJvX4hmg/o.jpg,,1340 Irving St,San Francisco,Cafe La Flore Irving,14155245203,$$,4.5,https://www.yelp.com/biz/cafe-la-flore-irving-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
caffe-sport-san-francisco,italian,Italian,37.79977,-122.40855,(415) 981-1251,,https://s3-media2.fl.yelpcdn.com/bphoto/y2AntQa4WtOxsHqUZh7sOg/o.jpg,,574 Green St,San Francisco,Caffe Sport,14159811251,$$,4,https://www.yelp.com/biz/caffe-sport-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ak-subs-san-francisco,sandwiches,Fast Food,37.77401,-122.40849,(415) 241-9600,,https://s3-media2.fl.yelpcdn.com/bphoto/o2mQIXfLr6hvcgW-0g9iUQ/o.jpg,,397 8th St,San Francisco,AK Subs,14152419600,$$,4,https://www.yelp.com/biz/ak-subs-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
saffron-685-san-francisco,mediterranean,Mediterranean,37.770289,-122.403161,(415) 863-2285,,https://s3-media3.fl.yelpcdn.com/bphoto/ON-4HJMLldy1O7xkQuHlAA/o.jpg,,685 Townsend St,San Francisco,Saffron 685,14158632285,$$,4,https://www.yelp.com/biz/saffron-685-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
eddies-cafe-san-francisco,diners,Diners,37.77707,-122.43792,(415) 563-9780,,https://s3-media3.fl.yelpcdn.com/bphoto/ncjQ7mjJknLp78qGQZaMzQ/o.jpg,,800 Divisadero St,San Francisco,Eddie's Cafe,14155639780,$,4,https://www.yelp.com/biz/eddies-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
fifty-fifty-coffee-and-tea-san-francisco,coffee,Drinks,37.7814293,-122.4529495,(415) 684-8886,,https://s3-media2.fl.yelpcdn.com/bphoto/lZ_tsbt4C2NyMAEpvtqV3g/o.jpg,,3157 Geary Blvd,San Francisco,Fifty / Fifty Coffee and Tea,14156848886,$,4,https://www.yelp.com/biz/fifty-fifty-coffee-and-tea-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
jamber-san-francisco,wine_bars,Bars,37.781147,-122.402664,(415) 273-9192,,https://s3-media2.fl.yelpcdn.com/bphoto/bvoVaTjxgoE4YrN7b-w9OA/o.jpg,,858 Folsom St,San Francisco,Jamber,14152739192,$$,4,https://www.yelp.com/biz/jamber-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
kaiju-eats-ramen-and-izakaya-san-francisco-3,sushi,Japanese,37.781106,-122.455533,(415) 742-4309,,https://s3-media2.fl.yelpcdn.com/bphoto/J8eyWa54QZo03XmloaML-w/o.jpg,,3409 Geary Blvd,San Francisco,Kaiju Eats Ramen and Izakaya,14157424309,$$,4,https://www.yelp.com/biz/kaiju-eats-ramen-and-izakaya-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
papalote-mexican-grill-san-francisco-2,mexican,Mexican,37.77569199,-122.4460297,(415) 776-0106,,https://s3-media2.fl.yelpcdn.com/bphoto/1OaCE9zsjxFB_4fkXbcVCQ/o.jpg,,1777 Fulton St,San Francisco,Papalote Mexican Grill,14157760106,$,3.5,https://www.yelp.com/biz/papalote-mexican-grill-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
kim-son-vietnamese-restaurant-san-francisco,vietnamese,Vietnamese,37.77591,-122.49771,(415) 221-3811,,https://s3-media1.fl.yelpcdn.com/bphoto/T74QPLDl4teN44zF1hResg/o.jpg,,3614 Balboa St,San Francisco,Kim Son Vietnamese Restaurant,14152213811,$,4,https://www.yelp.com/biz/kim-son-vietnamese-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
blue-front-cafe-san-francisco,mideastern,Middle Eastern,37.77025,-122.44607,(415) 252-5917,,https://s3-media1.fl.yelpcdn.com/bphoto/kUUVJyP53XEeeiACuB2A2Q/o.jpg,,1430 Haight St,San Francisco,Blue Front Cafe,14152525917,$$,4,https://www.yelp.com/biz/blue-front-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
hong-kong-clay-pot-restaurant-san-francisco,cantonese,Chinese,37.79588,-122.40649,(415) 989-2638,,https://s3-media4.fl.yelpcdn.com/bphoto/1tlMhNYzvrG_cI_Et5Z02A/o.jpg,,960 Grant Ave,San Francisco,Hong Kong Clay Pot Restaurant,14159892638,$$,4,https://www.yelp.com/biz/hong-kong-clay-pot-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
fermentation-lab-san-francisco,gastropubs,Gastropubs,37.77852,-122.41561,,,https://s3-media2.fl.yelpcdn.com/bphoto/qgwrshvUdAze1LO6hAo2yQ/o.jpg,,1230 Market St,San Francisco,Fermentation Lab,,$$,4.5,https://www.yelp.com/biz/fermentation-lab-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
noriega-produce-san-francisco,markets,Vegan,37.75273,-122.50485,(415) 564-0370,,https://s3-media1.fl.yelpcdn.com/bphoto/ZI_u8lcq1I1pEtVdYaDKAQ/o.jpg,,3821 Noriega St,San Francisco,Noriega Produce,14155640370,$$,4.5,https://www.yelp.com/biz/noriega-produce-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bodega-san-francisco-2,wine_bars,Bars,37.80135,-122.41129,(415) 634-7002,,https://s3-media3.fl.yelpcdn.com/bphoto/gBR1hPilYRDzWHnsnH6TYA/o.jpg,,700 Columbus Ave,San Francisco,Bodega,14156347002,$$,4.5,https://www.yelp.com/biz/bodega-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
san-francisco-chinatown-san-francisco-2,localflavor,Others,37.79432153,-122.4063206,,,https://s3-media2.fl.yelpcdn.com/bphoto/hf2IqDMkdFih0cQxWPckiw/o.jpg,,Grant Ave And Bush St,San Francisco,San Francisco Chinatown,,,4,https://www.yelp.com/biz/san-francisco-chinatown-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
calzones-restaurant-san-francisco,italian,Italian,37.799032,-122.4081743,(415) 397-3600,,https://s3-media2.fl.yelpcdn.com/bphoto/geKB9IAW0XWAJSE0bQuecw/o.jpg,,430 Columbus Ave,San Francisco,Calzone's Restaurant,14153973600,$$,3.5,https://www.yelp.com/biz/calzones-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
manoras-thai-cuisine-san-francisco,thai,Thai,37.77084,-122.41528,(415) 861-6224,,https://s3-media4.fl.yelpcdn.com/bphoto/2y481y4mIYlEYeSgF_Wbfg/o.jpg,,1600 Folsom St,San Francisco,Manora's Thai Cuisine,14158616224,$$,4,https://www.yelp.com/biz/manoras-thai-cuisine-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
goood-frikin-chicken-san-francisco,greek,Greek,37.74427,-122.42134,(415) 970-2428,,https://s3-media3.fl.yelpcdn.com/bphoto/qouGtc0EzXaQbBEjP0xnhA/o.jpg,,10 29th St,San Francisco,Goood Frikin Chicken,14159702428,$$,3.5,https://www.yelp.com/biz/goood-frikin-chicken-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
poki-time-san-francisco,hawaiian,Hawaiian,37.76383438,-122.4636674,(415) 702-6333,,https://s3-media4.fl.yelpcdn.com/bphoto/IgOQyxl6Qya8IoiItmnfkw/o.jpg,,549 Irving St,San Francisco,Poki Time,14157026333,$$,4,https://www.yelp.com/biz/poki-time-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
catch-san-francisco,seafood,Seafood,37.763428,-122.434638,(415) 431-5000,,https://s3-media1.fl.yelpcdn.com/bphoto/fpHh3Ypq24TYDlTMty4kxg/o.jpg,,2362 Market St,San Francisco,Catch,14154315000,$$$,3.5,https://www.yelp.com/biz/catch-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
joys-place-san-francisco,desserts,Desserts,37.78764,-122.41197,(415) 817-1391,,https://s3-media4.fl.yelpcdn.com/bphoto/x6VDXymULQBjmJzpmuGx7A/o.jpg,,611 Post St,San Francisco,Joy's Place,14158171391,$,4,https://www.yelp.com/biz/joys-place-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
eureka-restaurant-and-lounge-san-francisco,newamerican,American,37.76074,-122.43419,(415) 431-6000,,https://s3-media2.fl.yelpcdn.com/bphoto/VCmCiEzZ3FhS5bIQ6P6jpA/o.jpg,,4063 18th St,San Francisco,Eureka Restaurant & Lounge,14154316000,$$,4,https://www.yelp.com/biz/eureka-restaurant-and-lounge-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bacco-san-francisco,italian,Italian,37.751495,-122.436172,(415) 282-4969,,https://s3-media3.fl.yelpcdn.com/bphoto/if4cvg0y8v7z3Cj0IjSCdQ/o.jpg,,737 Diamond St,San Francisco,Bacco,14152824969,$$,4,https://www.yelp.com/biz/bacco-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
daeho-kalbijjim-and-beef-soup-san-francisco-9,korean,Korean,37.78601,-122.42858,(415) 563-1388,,https://s3-media1.fl.yelpcdn.com/bphoto/NjLR02YB4810aC8QDCDTXQ/o.jpg,,1620 Post St,San Francisco,Daeho Kalbijjim & Beef Soup,14155631388,$$,4.5,https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bacon-bacon-san-francisco-5,breakfast_brunch,Breakfast & Brunch,37.76705,-122.44662,(415) 218-4347,,https://s3-media3.fl.yelpcdn.com/bphoto/wA0LCTkGZsC-8eO-gS5mlA/o.jpg,,205 A Frederick St,San Francisco,Bacon Bacon,14152184347,$,4,https://www.yelp.com/biz/bacon-bacon-san-francisco-5?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
kazan-san-francisco,japanese,Japanese,37.75263977,-122.4084473,(415) 282-2001,,https://s3-media2.fl.yelpcdn.com/bphoto/zvkWWWzG4mH7CH99f9LxOg/o.jpg,,2809 24th St,San Francisco,Kazan,14152822001,$$,4,https://www.yelp.com/biz/kazan-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
il-pollaio-san-francisco,italian,Italian,37.800039,-122.4098505,(415) 362-7727,,https://s3-media3.fl.yelpcdn.com/bphoto/4-dXuniVSpYwo0rv7KEH-w/o.jpg,,555 Columbus Ave,San Francisco,Il Pollaio,14153627727,$$,4.5,https://www.yelp.com/biz/il-pollaio-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
japacurry-san-francisco-3,foodtrucks,Food Trucks,37.77448,-122.40916,(415) 290-8857,,https://s3-media4.fl.yelpcdn.com/bphoto/rcR9ztJRScyhU3V3dC6STQ/o.jpg,,,San Francisco,JapaCurry,14152908857,$,4,https://www.yelp.com/biz/japacurry-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
el-burrito-express-san-francisco-3,mexican,Mexican,37.78646,-122.43982,(415) 776-4246,,https://s3-media2.fl.yelpcdn.com/bphoto/3DfeEnSeJzk30dFhMMo52w/o.jpg,,1812 Divisadero St,San Francisco,El Burrito Express,14157764246,$,4,https://www.yelp.com/biz/el-burrito-express-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
aux-delices-vietnamese-restaurant-san-francisco,vietnamese,Vietnamese,37.79822,-122.42253,(415) 928-4977,,https://s3-media1.fl.yelpcdn.com/bphoto/4KMzbjZVdLnr609kig-1TA/o.jpg,,2327 Polk St,San Francisco,Aux Delices Vietnamese Restaurant,14159284977,$$,4,https://www.yelp.com/biz/aux-delices-vietnamese-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mela-tandoori-kitchen-san-francisco-3,indpak,Indian,37.78119519,-122.4194386,(415) 447-4041,,https://s3-media4.fl.yelpcdn.com/bphoto/Tq5oO_C3wH63DlDFQjEiTQ/o.jpg,,536 Golden Gate Ave,San Francisco,Mela Tandoori Kitchen,14154474041,$$,4,https://www.yelp.com/biz/mela-tandoori-kitchen-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mama-jis-san-francisco-2,dimsum,Chinese,37.76075841,-122.4387292,(415) 626-4416,,https://s3-media1.fl.yelpcdn.com/bphoto/ari0wmJu7Hw7XCyyiXDoNg/o.jpg,,4416 18th St,San Francisco,MaMa Ji's,14156264416,$$,4,https://www.yelp.com/biz/mama-jis-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
pera-san-francisco,turkish,Turkish,37.762484,-122.397089,(415) 796-3812,,https://s3-media2.fl.yelpcdn.com/bphoto/koZTf4DD-lDIpsbHoP--ug/o.jpg,,1457 18th St,San Francisco,Pera,14157963812,$$,4,https://www.yelp.com/biz/pera-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
parkside-tavern-san-francisco,bars,Bars,37.74279404,-122.4871292,(415) 731-8900,,https://s3-media4.fl.yelpcdn.com/bphoto/BJpSMzP4Bh3ghyGC61JDbQ/o.jpg,,1940 Taraval St,San Francisco,Parkside Tavern,14157318900,$$,4,https://www.yelp.com/biz/parkside-tavern-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
papito-hayes-san-francisco,mexican,Mexican,37.776635,-122.423396,(415) 554-0541,,https://s3-media1.fl.yelpcdn.com/bphoto/hx8z0xJYGETvCrdD-RovJg/o.jpg,,425 Hayes St,San Francisco,Papito Hayes,14155540541,$$,4,https://www.yelp.com/biz/papito-hayes-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
philz-coffee-san-francisco-26,coffee,Drinks,37.79438591,-122.3953597,(415) 321-1499,,https://s3-media4.fl.yelpcdn.com/bphoto/WDJEIZ5IhK1ub6EQFtu01g/o.jpg,,5 Embarcadero Ctr,San Francisco,Philz Coffee,14153211499,$,4.5,https://www.yelp.com/biz/philz-coffee-san-francisco-26?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tradr-sam-san-francisco-2,divebars,Bars,37.78035,-122.48564,(415) 221-0773,,https://s3-media1.fl.yelpcdn.com/bphoto/lvzxW3r1WfCOiMdU5ZE_lA/o.jpg,,6150 Geary Blvd,San Francisco,Trad'r Sam,14152210773,$,3.5,https://www.yelp.com/biz/tradr-sam-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
